CLIENT_NAME,PRODUCT,ESTIMATE,REGION,SysCode,DMA,TIMEZONE,ORDERED_DAYPART,NETWORK,Rate,SPOTLENGTH,DATE_AIRED,TIME_AIRED,SZSPOTTITLE,DISCLAIMER
SUPER STROKE,GOLFChannel,RE010795,XGWI,3306,Flint/Saginaw,EST,06:00-23:59,GOLF,.0400,30,07/08/2023,08:12:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/03/2023,09:46:11,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/04/2023,09:18:41,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/06/2023,07:18:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/03/2023,09:13:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4149,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/04/2023,22:16:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2743,Green Bay/Apple,CST,06:00-23:59,GOLF,.0300,30,07/08/2023,10:10:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2743,Green Bay/Apple,CST,06:00-23:59,GOLF,.0300,30,07/05/2023,09:51:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/05/2023,11:33:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/07/2023,10:26:18,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2354,Green Bay/Apple,CST,06:00-23:59,GOLF,.1400,30,07/06/2023,22:36:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/08/2023,07:13:28,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5509,Milwaukee,CST,06:00-23:59,GOLF,.1100,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5509,Milwaukee,CST,06:00-23:59,GOLF,.1100,30,07/06/2023,07:17:35,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0846,Marquette,EST,06:00-23:59,GOLF,.0300,30,07/08/2023,09:19:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1170,Austin,CST,06:00-23:59,GOLF,.1300,30,07/03/2023,16:38:43,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1170,Austin,CST,06:00-23:59,GOLF,.1300,30,07/04/2023,23:49:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1170,Austin,CST,06:00-23:59,GOLF,.1300,30,07/05/2023,08:06:23,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8953,San Antonio,CST,06:00-23:59,GOLF,.2200,30,07/03/2023,10:22:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8953,San Antonio,CST,06:00-23:59,GOLF,.2200,30,07/08/2023,10:35:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2343,Austin,CST,06:00-23:59,GOLF,.0100,30,07/03/2023,08:40:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,6821,Harl/Wesl/Brnsvl,CST,06:00-23:59,GOLF,.2100,30,07/08/2023,06:53:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1192,San Antonio,CST,06:00-23:59,GOLF,.1200,30,07/09/2023,06:51:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9715,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1000,30,07/05/2023,08:06:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2350,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,11:32:33,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2350,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0200,30,07/08/2023,08:51:53,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9833,San Antonio,CST,06:00-23:59,GOLF,.4800,30,07/06/2023,09:08:11,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7845,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,09:13:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2403,Austin,CST,06:00-23:59,GOLF,.3300,30,07/03/2023,11:29:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2403,Austin,CST,06:00-23:59,GOLF,.3300,30,07/08/2023,09:12:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9712,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1900,30,07/05/2023,09:14:23,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,0339,Waco/Temple,CST,06:00-23:59,GOLF,.1100,30,07/05/2023,07:40:31,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7844,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0700,30,07/04/2023,18:46:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,6820,Harl/Wesl/Brnsvl,CST,06:00-23:59,GOLF,.1600,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1175,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.4600,30,07/05/2023,10:46:21,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1175,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.4600,30,07/06/2023,14:29:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2357,Waco/Temple,CST,06:00-23:59,GOLF,.0600,30,07/09/2023,10:29:26,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3139,San Antonio,CST,06:00-23:59,GOLF,.0400,30,07/09/2023,08:24:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7846,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0100,30,07/09/2023,08:55:38,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1939,Laredo,CST,06:00-23:59,GOLF,.1100,30,07/09/2023,12:20:18,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9713,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1400,30,07/04/2023,23:48:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2343,Austin,CST,06:00-23:59,GOLF,.0100,30,07/07/2023,23:20:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9565,Austin,CST,06:00-23:59,GOLF,.3000,30,07/06/2023,12:15:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,6821,Harl/Wesl/Brnsvl,CST,06:00-23:59,GOLF,.2100,30,07/03/2023,15:53:34,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,6821,Harl/Wesl/Brnsvl,CST,06:00-23:59,GOLF,.2100,30,07/05/2023,09:13:53,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3189,El Paso,CST,06:00-23:59,GOLF,.0800,30,07/08/2023,07:52:01,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3189,El Paso,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,09:40:24,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3189,El Paso,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,11:20:53,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9566,Austin,CST,06:00-23:59,GOLF,.1400,30,07/06/2023,09:32:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2350,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0200,30,07/07/2023,18:52:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3053,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0900,30,07/03/2023,09:13:27,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3053,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0900,30,07/04/2023,11:32:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8954,San Antonio,CST,06:00-23:59,GOLF,.2000,30,07/04/2023,18:46:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2521,Waco/Temple,CST,06:00-23:59,GOLF,.2000,30,07/05/2023,23:27:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2521,Waco/Temple,CST,06:00-23:59,GOLF,.2000,30,07/08/2023,08:20:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9712,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1900,30,07/08/2023,07:59:50,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8956,San Antonio,CST,06:00-23:59,GOLF,.2200,30,07/05/2023,08:48:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7592,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1700,30,07/04/2023,10:16:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,0078,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.2300,30,07/05/2023,10:23:49,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8955,San Antonio,CST,06:00-23:59,GOLF,.2100,30,07/07/2023,08:22:45,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2345,Austin,CST,06:00-23:59,GOLF,.0200,30,07/03/2023,16:39:02,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2345,Austin,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,15:49:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,1175,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.4600,30,07/06/2023,09:32:25,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9328,Austin,CST,06:00-23:59,GOLF,.1000,30,07/03/2023,10:22:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,4505,Waco/Temple,CST,06:00-23:59,GOLF,.2000,30,07/07/2023,11:50:02,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2355,San Antonio,CST,06:00-23:59,GOLF,.0100,30,07/08/2023,08:20:15,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2357,Waco/Temple,CST,06:00-23:59,GOLF,.0600,30,07/08/2023,08:51:53,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,3139,San Antonio,CST,06:00-23:59,GOLF,.0400,30,07/09/2023,08:55:38,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,0081,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0100,30,07/08/2023,07:59:50,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7846,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0100,30,07/04/2023,23:49:10,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,7846,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.0100,30,07/05/2023,09:14:23,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8953,San Antonio,CST,06:00-23:59,GOLF,.2200,30,07/03/2023,11:29:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9713,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1400,30,07/08/2023,08:20:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2343,Austin,CST,06:00-23:59,GOLF,.0100,30,07/08/2023,09:13:15,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9565,Austin,CST,06:00-23:59,GOLF,.3000,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9833,San Antonio,CST,06:00-23:59,GOLF,.4800,30,07/03/2023,11:29:48,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9716,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.1600,30,07/03/2023,23:59:51,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8956,San Antonio,CST,06:00-23:59,GOLF,.2200,30,07/08/2023,07:59:50,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,0339,Waco/Temple,CST,06:00-23:59,GOLF,.1100,30,07/05/2023,11:33:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,8955,San Antonio,CST,06:00-23:59,GOLF,.2100,30,07/08/2023,08:19:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,0078,Dallas/Ft. Worth,CST,06:00-23:59,GOLF,.2300,30,07/04/2023,23:01:59,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,4505,Waco/Temple,CST,06:00-23:59,GOLF,.2000,30,07/06/2023,18:48:40,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2345,Austin,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,11:32:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,2345,Austin,CST,06:00-23:59,GOLF,.0200,30,07/08/2023,08:20:15,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9328,Austin,CST,06:00-23:59,GOLF,.1000,30,07/05/2023,23:27:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,SRTX,9328,Austin,CST,06:00-23:59,GOLF,.1000,30,07/08/2023,08:20:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/03/2023,23:09:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,18:56:05,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3078,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,6680,Mankato,CST,06:00-23:59,GOLF,.0300,30,07/09/2023,06:51:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5660,La Crosse,CST,06:00-23:59,GOLF,.0200,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9870,Milwaukee,CST,06:00-23:59,GOLF,.1300,30,07/03/2023,07:50:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3304,Flint/Saginaw,EST,06:00-23:59,GOLF,.1800,30,07/03/2023,14:30:01,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9987,Madison,CST,06:00-23:59,GOLF,.0100,30,07/08/2023,19:48:08,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2315,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/04/2023,09:18:41,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9871,Milwaukee,CST,06:00-23:59,GOLF,.1900,30,07/09/2023,09:21:32,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1709,Marquette,EST,06:00-23:59,GOLF,.0200,30,07/08/2023,09:19:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/07/2023,11:16:42,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5660,La Crosse,CST,06:00-23:59,GOLF,.0200,30,07/04/2023,18:46:09,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5660,La Crosse,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,07:17:36,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5660,La Crosse,CST,06:00-23:59,GOLF,.0200,30,07/08/2023,08:20:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7790,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.1000,30,07/09/2023,06:33:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1203,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,10:15:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1203,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0200,30,07/06/2023,20:49:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8372,Green Bay/Apple,CST,06:00-23:59,GOLF,.0800,30,07/09/2023,08:25:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3307,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/03/2023,20:46:19,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8373,Green Bay/Apple,CST,06:00-23:59,GOLF,.0400,30,07/04/2023,10:16:49,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8373,Green Bay/Apple,CST,06:00-23:59,GOLF,.0400,30,07/07/2023,11:50:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1065,Flint/Saginaw,EST,06:00-23:59,GOLF,.1100,30,07/03/2023,08:15:54,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4150,Milwaukee,CST,06:00-23:59,GOLF,.0800,30,07/04/2023,22:16:20,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0116,Duluth/Superior,CST,06:00-23:59,GOLF,.0600,30,07/09/2023,09:54:06,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0179,La Crosse,CST,06:00-23:59,GOLF,.0600,30,07/05/2023,09:14:24,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7787,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0500,30,07/04/2023,23:51:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9914,Rockford,CST,06:00-23:59,GOLF,.0300,30,07/03/2023,14:28:03,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/09/2023,07:14:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2466,Madison,CST,06:00-23:59,GOLF,.0500,30,07/05/2023,11:57:14,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2318,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0300,30,07/08/2023,08:20:17,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9853,Milwaukee,CST,06:00-23:59,GOLF,.2900,30,07/03/2023,09:13:57,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0397,Madison,CST,06:00-23:59,GOLF,.1500,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3303,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/04/2023,19:46:13,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0882,Marquette,EST,06:00-23:59,GOLF,.0400,30,07/03/2023,21:48:42,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0882,Marquette,EST,06:00-23:59,GOLF,.0400,30,07/06/2023,11:15:55,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/09/2023,08:55:39,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0116,Duluth/Superior,CST,06:00-23:59,GOLF,.0600,30,07/04/2023,13:59:54,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2029,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0800,30,07/03/2023,21:44:42,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2029,Roch/Mas Cty/Aus,CST,06:00-23:59,GOLF,.0800,30,07/04/2023,23:48:40,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,8376,Green Bay/Apple,CST,06:00-23:59,GOLF,.0400,30,07/09/2023,09:54:07,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,1507,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/05/2023,11:56:44,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,0116,Duluth/Superior,CST,06:00-23:59,GOLF,.0600,30,07/04/2023,09:40:58,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,5644,Flint/Saginaw,EST,06:00-23:59,GOLF,.0200,30,07/03/2023,10:13:57,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2733,Wausau/Rhineland,CST,06:00-23:59,GOLF,.0300,30,07/06/2023,15:26:49,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4477,Milwaukee,CST,06:00-23:59,GOLF,.0500,30,07/03/2023,07:50:37,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9869,Milwaukee,CST,06:00-23:59,GOLF,.1000,30,07/04/2023,23:48:41,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9869,Milwaukee,CST,06:00-23:59,GOLF,.1000,30,07/08/2023,06:53:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,9870,Milwaukee,CST,06:00-23:59,GOLF,.1300,30,07/04/2023,11:32:30,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,7786,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0200,30,07/03/2023,23:17:35,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2353,Green Bay/Apple,CST,06:00-23:59,GOLF,.1300,30,07/03/2023,19:23:18,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2315,La Crosse,CST,06:00-23:59,GOLF,.0100,30,07/03/2023,08:41:00,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,4578,Madison,CST,06:00-23:59,GOLF,.0900,30,07/05/2023,11:57:14,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,2611,Trav Cty/Cadillc,EST,06:00-23:59,GOLF,.0800,30,07/08/2023,09:19:47,SSFYG11823H,This is not final. Actual invoice may vary
SUPER STROKE,GOLFChannel,RE010795,XGWI,3355,Duluth/Superior,CST,06:00-23:59,GOLF,.0100,30,07/05/2023,07:41:01,SSFYG11823H,This is not final. Actual invoice may vary
